typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C01","Clearance for home use","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","54973208.117",,"54973208.117","4","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"83320640.477","83320640.477","4","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"137228.876","137228.876","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"18628661.084","18628661.084","4","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"64554750.516","64554750.516","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C04","Customs warehouses","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1454179.265",,"1454179.265","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C04","Customs warehouses","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1438612.077",,"1438612.077","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C04","Customs warehouses","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15567.188",,"15567.188","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C06","Inward processing","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3374.755","3374.755","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C06","Inward processing","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3374.755","3374.755","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C07","Outward processing","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","54228.066",,"54228.066","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C07","Outward processing","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1853.306",,"1853.306","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C07","Outward processing","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","52374.76",,"52374.76","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C20","CPC N.E.S.","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","940303.002",,"940303.002","4","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C20","CPC N.E.S.","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","519354.171",,"519354.171","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C20","CPC N.E.S.","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","86253.324",,"86253.324","0","false","true",
"C","A","20150101","2015","52","2015","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C20","CPC N.E.S.","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","334695.507",,"334695.507","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","14687476669.332",,"14687476669.332","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"13755564937.275","13755564937.275","4","false","true",
"C","A","20150101","2015","52","2015","324","GIN","Guinea","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2138647793",,"2138647793","0","true","false",
"C","A","20150101","2015","52","2015","324","GIN","Guinea","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1573675202","1573675202","0","true","false",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","11178815968.537",,"11178815968.537","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"7789204284.368","7789204284.368","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1000165683.584",,"1000165683.584","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1122500279.411","1122500279.411","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3000","Land","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1410913053.353",,"1410913053.353","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3000","Land","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"505951280.224","505951280.224","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1097581963.858",,"1097581963.858","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4337909093.271","4337909093.271","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C01","Clearance for home use","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","14647221987.634",,"14647221987.634","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C01","Clearance for home use","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","11176535807.356",,"11176535807.356","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C01","Clearance for home use","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","999784610.265",,"999784610.265","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C01","Clearance for home use","0","3000","Land","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1373703387.253",,"1373703387.253","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C01","Clearance for home use","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1097198182.759",,"1097198182.759","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C02","Reimportation in the same state","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2476934.196",,"2476934.196","0","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C02","Reimportation in the same state","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1712079.777",,"1712079.777","0","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C02","Reimportation in the same state","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","381073.319",,"381073.319","0","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C02","Reimportation in the same state","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","383781.099",,"383781.099","0","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"12185754023.693","12185754023.693","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"6711512429.815","6711512429.815","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1108796206.484","1108796206.484","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","3000","Land","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"81727865.099","81727865.099","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C03","Outright exportation","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"4283717522.295","4283717522.295","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","37777747.503",,"37777747.503","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1569810913.581","1569810913.581","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","568081.403",,"568081.403","0","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1077691854.553","1077691854.553","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"13704072.927","13704072.927","0","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","3000","Land","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","37209666.1",,"37209666.1","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","3000","Land","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"424223415.125","424223415.125","4","false","true",
"C","A","20150101","2015","52","2015","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C05","Free zone","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"54191570.976","54191570.976","0","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","10405703104.844",,"10405703104.844","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"12559700112.812","12559700112.812","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","654509861.481",,"654509861.481","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"852820459.227","852820459.227","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","9240605644.155",,"9240605644.155","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"10262365695.019","10262365695.019","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","771533.201",,"771533.201","0","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3100","Railway","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"116443677.071","116443677.071","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","289490315.828",,"289490315.828","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1220132967.612","1220132967.612","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","9200","Postal consignments, mail or courier shipment","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","244449.154",,"244449.154","0","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","9300","Self propelled goods","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","53554.672",,"53554.672","0","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","9900","Other","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","220027746.355",,"220027746.355","4","false","true",
"C","A","20150101","2015","52","2015","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","9900","Other","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"107937313.884","107937313.884","4","false","true",
"C","A","20150101","2015","52","2015","562","NER","Niger","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2458340984",,"2458340984","0","true","false",
"C","A","20150101","2015","52","2015","562","NER","Niger","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"789770313","789770313","0","true","false",
"C","A","20150101","2015","52","2015","566","NGA","Nigeria","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true","0","false","33830878655.195",,"33830878655.195","4","false","true",
"C","A","20150101","2015","52","2015","566","NGA","Nigeria","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true","0","false",,"48433351369.653","48433351369.653","4","false","true",
"C","A","20150101","2015","52","2015","624","GNB","Guinea-Bissau","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","152753310.501",,"152753310.501","4","false","true",
"C","A","20150101","2015","52","2015","624","GNB","Guinea-Bissau","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"327223975.778","327223975.778","4","false","true",
"C","A","20150101","2015","52","2015","686","SEN","Senegal","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5595354746",,"5595354746","0","true","false",
"C","A","20150101","2015","52","2015","686","SEN","Senegal","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2611671966","2611671966","0","true","false",
"C","A","20150101","2015","52","2015","694","SLE","Sierra Leone","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1759408505",,"1759408505","0","true","false",
"C","A","20150101","2015","52","2015","694","SLE","Sierra Leone","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"93257547","93257547","0","true","false",
"C","A","20150101","2015","52","2015","768","TGO","Togo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1878133855.428",,"1878133855.428","4","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"792823173.978","792823173.978","0","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","149191073.792",,"149191073.792","4","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"49898438.904","49898438.904","0","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1303568465.16",,"1303568465.16","4","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"325028932.615","325028932.615","0","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","242103088.71",,"242103088.71","4","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","3200","Road","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"417895802.459","417895802.459","0","false","true",
"C","A","20150101","2015","52","2015","768","TGO","Togo","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","9900","Other","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","183271227.766",,"183271227.766","0","false","true",
"C","A","20150101","2015","52","2015","854","BFA","Burkina Faso","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3069148530.613","0","3069148530.613","4","false","true",
"C","A","20150101","2015","52","2015","854","BFA","Burkina Faso","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","2216983364.4","2216983364.4","4","false","true",
"C","A","20160101","2016","52","2016","132","CPV","Cabo Verde","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","672160140",,"672160140","0","true","false",
"C","A","20160101","2016","52","2016","132","CPV","Cabo Verde","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"60361080","60361080","0","true","false",
"C","A","20160101","2016","52","2016","204","BEN","Benin","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2559957865.636","0","2559957865.636","4","false","true",
"C","A","20160101","2016","52","2016","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","408742652.801","408742652.801","4","false","true",
"C","A","20160101","2016","52","2016","204","BEN","Benin","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","64530342.488","0","64530342.488","4","false","true",
"C","A","20160101","2016","52","2016","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","1000","Air","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","23399312.011","23399312.011","4","false","true",
"C","A","20160101","2016","52","2016","204","BEN","Benin","M","Import","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2169689039.492","0","2169689039.492","4","false","true",
"C","A","20160101","2016","52","2016","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H4","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","2100","Sea","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","273822931.815","273822931.815","4","false","true",
